bs,input_toks,output_toks,ttft,throughput,subset,model
1,288,32,4.1022080183029175,129.93415730430317,ttft,hf
1,304,32,4.060656011104585,129.68950217240072,ttft,hf
1,320,32,4.0609440207481375,129.79567515599314,ttft,hf
1,336,32,4.115439891815186,128.93869627243436,ttft,hf
1,352,32,4.711784005165099,128.98226607249168,ttft,hf
1,368,32,4.109991908073426,129.69889762758706,ttft,hf
1,384,32,4.074903964996338,130.42963986622507,ttft,hf
1,400,32,4.0997520089149475,129.1533205103579,ttft,hf
1,416,32,4.14137601852417,129.1971232465733,ttft,hf
1,432,32,4.254535913467407,129.33285785554378,ttft,hf
1,448,32,4.286751985549927,130.11598740497374,ttft,hf
1,464,32,4.000856041908264,130.88381643228388,ttft,hf
1,480,32,4.099751949310303,129.1463732939124,ttft,hf
1,496,32,4.28166401386261,122.79722454572477,ttft,hf
1,512,32,4.298600077629089,127.37284686252487,ttft,hf
1,528,32,4.492583990097046,128.44300786177416,ttft,hf
1,544,32,5.029631972312928,117.0398015905576,ttft,hf
1,560,32,4.510079979896545,127.6923332909596,ttft,hf
1,576,32,4.305127859115601,129.3627653860877,ttft,hf
1,592,32,4.2807358503341675,129.34454889294219,ttft,hf
1,608,32,4.7147839069366455,126.7097006271386,ttft,hf
1,624,32,4.763568043708801,128.6624328645366,ttft,hf
1,640,32,4.89738392829895,128.978461175658,ttft,hf
1,656,32,5.433608055114746,129.15389115814165,ttft,hf
1,672,32,5.502416133880614,129.38388237435052,ttft,hf
1,688,32,5.531359910964966,128.94193025941976,ttft,hf
1,704,32,5.717311978340149,128.92669481805754,ttft,hf
1,720,32,5.690440058708191,129.97082416929578,ttft,hf
1,736,32,5.683232069015503,128.84945714447278,ttft,hf
1,752,32,5.731655955314636,128.75409452836462,ttft,hf
1,768,32,6.262184023857117,129.76570403960477,ttft,hf
1,784,32,6.224295973777771,129.63266138993157,ttft,hf
1,800,32,5.821704030036925,130.22136425373952,ttft,hf
1,816,32,5.898840069770813,129.9310062846005,ttft,hf
1,832,32,5.977656006813048,129.35608741307504,ttft,hf
1,848,32,6.218007922172546,129.22264263294673,ttft,hf
1,864,32,6.104295969009399,129.8046747463149,ttft,hf
1,880,32,6.250736117362977,129.89413650638932,ttft,hf
1,896,32,6.259496092796326,128.72936891665978,ttft,hf
1,912,32,6.977887868881225,128.38029418208475,ttft,hf
1,928,32,6.937112092971802,130.43939693504035,ttft,hf
1,944,32,6.9688639640808105,129.93577275572338,ttft,hf
1,960,32,7.141703963279724,129.11254852780564,ttft,hf
1,976,32,7.4663201570510855,128.92672681020503,ttft,hf
1,32,16,3.6470720171928406,134.48983550542914,throughput,hf
1,32,32,3.9284960031509395,131.0965552153723,throughput,hf
1,32,48,3.6109280586242676,130.53298710359422,throughput,hf
1,32,64,4.0280240178108215,129.7300459077017,throughput,hf
1,32,80,3.6797679662704468,129.67885777683836,throughput,hf
1,32,96,3.7274960279464717,129.24344389980547,throughput,hf
1,32,112,4.003231942653656,127.60899760533488,throughput,hf
1,32,128,4.072239875793457,128.82170128691976,throughput,hf
1,32,144,4.111503958702087,128.1671743457808,throughput,hf
1,32,160,3.960464000701905,128.51560810974254,throughput,hf
1,32,176,4.040192067623138,128.93248865157304,throughput,hf
1,32,192,4.320479989051818,129.3869921079288,throughput,hf
1,32,208,4.301112115383148,128.88956910605282,throughput,hf
1,32,224,4.873791873455048,128.58998511615272,throughput,hf
1,32,240,4.719672083854675,129.06732899151118,throughput,hf
1,32,256,4.567255973815918,129.04667297139656,throughput,hf
1,32,272,4.186016082763672,128.5457387994311,throughput,hf
1,32,288,5.083071947097778,128.78694683480362,throughput,hf
1,32,304,4.5615599155426025,128.86387586432096,throughput,hf
1,32,320,4.462224066257476,128.99471052503364,throughput,hf
1,32,336,4.52072012424469,128.52893188444727,throughput,hf
1,32,352,4.916847884654999,128.48037010483282,throughput,hf
1,32,368,4.952352046966554,127.97421737594792,throughput,hf
1,32,384,5.020040154457093,127.88125125429849,throughput,hf
1,32,400,5.413560211658479,127.63295207810607,throughput,hf
1,32,416,6.166152000427246,128.25431731280693,throughput,hf
1,32,432,5.301200091838837,126.99720248109102,throughput,hf
1,32,448,4.7063199281692505,127.18387239130158,throughput,hf
1,32,464,5.501848042011261,127.39271324629227,throughput,hf
1,32,480,5.3838720321655265,127.60434441121309,throughput,hf
1,32,496,6.1892160177230835,127.85918194505598,throughput,hf
1,32,512,5.972615838050842,127.30848989211711,throughput,hf
1,32,528,5.637727975845337,128.3671445478318,throughput,hf
1,32,544,6.24599188566208,127.65198491864862,throughput,hf
1,32,560,5.52291202545166,121.79870466576703,throughput,hf
1,32,576,9.039727807044983,122.99274550610056,throughput,hf
1,32,592,8.774368166923523,122.40795205690316,throughput,hf
1,32,608,8.428648114204407,121.82397249457718,throughput,hf
1,32,624,9.583775877952574,122.65113768095118,throughput,hf
1,32,640,9.199975848197939,124.02377749761027,throughput,hf
1,32,656,6.5165680050849915,126.21051883935309,throughput,hf
1,32,672,6.105568051338195,128.83401437989622,throughput,hf
1,32,688,4.3111679553985605,127.64955002516263,throughput,hf
1,32,704,4.452232003211974,129.22863668174784,throughput,hf
1,32,720,5.77947199344635,128.62265742797368,throughput,hf
1,32,736,4.791776061058044,128.12015343035554,throughput,hf
1,32,752,4.966544032096863,128.5620362747237,throughput,hf
1,32,768,4.7506959438323975,128.64989204190638,throughput,hf
1,32,784,6.3414798974990845,128.65692450936808,throughput,hf
1,32,800,4.873847961425781,128.83465311779406,throughput,hf
1,32,816,4.797144055366516,128.63046026010886,throughput,hf
1,32,832,5.427695989608764,128.18776292374645,throughput,hf
1,32,848,5.896255970001221,128.85082452510923,throughput,hf
1,32,864,5.767240107059479,128.05718052903148,throughput,hf
1,32,880,5.418376088142394,128.9075933464752,throughput,hf
1,32,896,5.643144011497497,128.29395836738473,throughput,hf
1,32,912,6.680864036083221,129.04447479618918,throughput,hf
1,32,928,5.491656064987183,128.45678679425413,throughput,hf
1,32,944,6.128895998001099,128.89263297522896,throughput,hf
1,32,960,6.128239989280702,128.5728286544894,throughput,hf
1,32,976,6.412567853927612,128.98552395402723,throughput,hf
1,16,32,10.978877544403076,525.3148925270588,ttft,vllm
1,32,32,10.184764862060547,534.1377671393003,ttft,vllm
1,48,32,10.387718677520752,531.4972182310925,ttft,vllm
1,64,32,10.640740394592285,531.6861191267444,ttft,vllm
1,80,32,10.696470737457275,529.9168629932794,ttft,vllm
1,96,32,10.690093040466309,532.698308133133,ttft,vllm
1,112,32,10.40560007095337,533.0493106723366,ttft,vllm
1,128,32,10.426044464111328,531.9726790838151,ttft,vllm
1,144,32,10.748803615570068,529.7517705886726,ttft,vllm
1,160,32,10.83284616470337,528.81851838132,ttft,vllm
1,176,32,10.827779769897461,528.4872409378537,ttft,vllm
1,192,32,10.443687438964844,532.8016104239719,ttft,vllm
1,208,32,10.49262285232544,523.2699607756124,ttft,vllm
1,224,32,10.859668254852295,518.9326682765308,ttft,vllm
1,240,32,10.785400867462158,526.6889001164049,ttft,vllm
1,256,32,10.686695575714111,528.7497000451151,ttft,vllm
1,272,32,10.287702083587646,530.7002106114696,ttft,vllm
1,288,32,10.957837104797363,526.9554473545694,ttft,vllm
1,304,32,10.98543405532837,526.1417461012494,ttft,vllm
1,320,32,10.961413383483887,526.9791493570231,ttft,vllm
1,336,32,10.566890239715576,529.2634746174365,ttft,vllm
1,352,32,10.626792907714844,527.3157961000545,ttft,vllm
1,368,32,11.153161525726318,522.7228156461166,ttft,vllm
1,384,32,11.085212230682373,525.693878609711,ttft,vllm
1,400,32,11.330664157867432,522.6640303072719,ttft,vllm
1,416,32,10.573625564575195,528.1272747426394,ttft,vllm
1,432,32,11.266112327575684,522.7348459464322,ttft,vllm
1,448,32,10.927200317382812,521.3587951470921,ttft,vllm
1,464,32,11.835336685180664,521.7301590268116,ttft,vllm
1,480,32,11.083126068115234,523.8780439500708,ttft,vllm
1,496,32,11.655449867248535,514.7612247717198,ttft,vllm
1,512,32,11.880099773406982,516.2845810254862,ttft,vllm
1,528,32,11.622965335845947,516.1703215091126,ttft,vllm
1,544,32,11.841654777526855,516.7529074635627,ttft,vllm
1,560,32,10.925531387329102,521.6535098051338,ttft,vllm
1,576,32,11.33793592453003,519.6712876566097,ttft,vllm
1,592,32,11.32500171661377,518.1801653894531,ttft,vllm
1,608,32,10.81705093383789,523.280371877962,ttft,vllm
1,624,32,10.603547096252441,521.8885655048771,ttft,vllm
1,640,32,11.129617691040039,517.2384294356337,ttft,vllm
1,656,32,11.3067626953125,518.7235037193404,ttft,vllm
1,672,32,10.940253734588623,520.8433519093776,ttft,vllm
1,688,32,10.747790336608887,519.8931720832384,ttft,vllm
1,704,32,11.114239692687988,518.7862533597596,ttft,vllm
1,720,32,11.2190842628479,516.8212019367122,ttft,vllm
1,736,32,11.48313283920288,501.34041142803676,ttft,vllm
1,752,32,11.103928089141846,517.3727129427317,ttft,vllm
1,768,32,10.676562786102295,517.2262309749667,ttft,vllm
1,784,32,11.228978633880615,513.1592364788204,ttft,vllm
1,800,32,11.262774467468262,513.2518223726912,ttft,vllm
1,816,32,11.320233345031738,512.4381722470644,ttft,vllm
1,832,32,10.76817512512207,517.1059072577249,ttft,vllm
1,848,32,11.274278163909912,514.483068970333,ttft,vllm
1,864,32,11.16853952407837,512.1867605384856,ttft,vllm
1,880,32,11.131763458251953,514.4262098983486,ttft,vllm
1,896,32,10.763347148895264,515.7976514095617,ttft,vllm
1,912,32,11.453390121459961,512.11105860213,ttft,vllm
1,928,32,11.404991149902344,511.65320841837627,ttft,vllm
1,944,32,11.355876922607422,512.7440514011262,ttft,vllm
1,960,32,10.940194129943848,514.7771822739852,ttft,vllm
1,976,32,11.435508728027344,510.2966738930706,ttft,vllm
1,32,16,10.481119155883789,543.5606786367479,throughput,vllm
1,32,32,10.212540626525879,526.9319312615212,throughput,vllm
1,32,48,10.692059993743896,522.2616253183426,throughput,vllm
1,32,64,10.809898376464844,518.8626017965104,throughput,vllm
1,32,80,10.582149028778076,518.1399824219458,throughput,vllm
1,32,96,10.805487632751465,514.0167605845286,throughput,vllm
1,32,112,11.01619005203247,511.92404589369846,throughput,vllm
1,32,128,10.677099227905273,514.9263465227899,throughput,vllm
1,32,144,10.983765125274658,511.4233858272001,throughput,vllm
1,32,160,10.901153087615967,512.1296957305512,throughput,vllm
1,32,176,10.549008846282959,513.9813338397969,throughput,vllm
1,32,192,10.76287031173706,513.8137882423824,throughput,vllm
1,32,208,10.83385944366455,512.1725882951006,throughput,vllm
1,32,224,10.712981224060059,512.0727574861447,throughput,vllm
1,32,240,11.018157005310059,509.1132661010421,throughput,vllm
1,32,256,10.79404354095459,512.7838163939576,throughput,vllm
1,32,272,10.91986894607544,511.44239027343093,throughput,vllm
1,32,288,10.76430082321167,512.7013212574459,throughput,vllm
1,32,304,10.889649391174316,512.6420366298078,throughput,vllm
1,32,320,10.848641395568848,512.5388253586974,throughput,vllm
1,32,336,10.994672775268555,512.7021235236552,throughput,vllm
1,32,352,10.868370532989502,510.5739294944598,throughput,vllm
1,32,368,10.77038049697876,510.2997761707803,throughput,vllm
1,32,384,10.750532150268555,509.9487164047161,throughput,vllm
1,32,400,10.918140411376953,510.3396640043574,throughput,vllm
1,32,416,10.880053043365479,508.6550102001335,throughput,vllm
1,32,432,10.918378829956055,509.48763900011954,throughput,vllm
1,32,448,10.931670665740967,510.31482541836033,throughput,vllm
1,32,464,10.80864667892456,509.6901361553654,throughput,vllm
1,32,480,10.83749532699585,510.26422582484685,throughput,vllm
1,32,496,10.979831218719482,508.05686582630557,throughput,vllm
1,32,512,10.820508003234863,510.1121687235711,throughput,vllm
1,32,528,11.002063751220703,507.44995780018075,throughput,vllm
1,32,544,11.39599084854126,508.0606457665144,throughput,vllm
1,32,560,12.296974658966064,445.8328160794018,throughput,vllm
1,32,576,12.251138687133789,492.5429091704268,throughput,vllm
1,32,592,11.251270771026611,496.86836902169415,throughput,vllm
1,32,608,12.149691581726074,500.1685293795351,throughput,vllm
1,32,624,13.12929391860962,492.3496793955993,throughput,vllm
1,32,640,11.566996574401855,505.9373967103154,throughput,vllm
1,32,656,10.996460914611816,510.0635964760674,throughput,vllm
1,32,672,10.98024845123291,511.1207665491868,throughput,vllm
1,32,688,11.101245880126953,511.2952671275706,throughput,vllm
1,32,704,10.93757152557373,510.31186465692736,throughput,vllm
1,32,720,11.030614376068115,510.6607549588615,throughput,vllm
1,32,736,10.840833187103271,510.4378109476457,throughput,vllm
1,32,752,11.04515790939331,510.70251813544206,throughput,vllm
1,32,768,11.017143726348877,509.73933297927874,throughput,vllm
1,32,784,11.215746402740479,509.89181452021694,throughput,vllm
1,32,800,11.215269565582275,509.3306979982042,throughput,vllm
1,32,816,11.4021897315979,509.1560320646057,throughput,vllm
1,32,832,11.275410652160645,508.5898719079552,throughput,vllm
1,32,848,11.159956455230713,509.3453359319843,throughput,vllm
1,32,864,11.171817779541016,509.2652069969257,throughput,vllm
1,32,880,11.19697093963623,509.3659490548439,throughput,vllm
1,32,896,11.040449142456055,509.0953731678504,throughput,vllm
1,32,912,11.384546756744385,509.44946901908446,throughput,vllm
1,32,928,11.120915412902832,508.34529802225666,throughput,vllm
1,32,944,11.025190353393555,508.868760672592,throughput,vllm
1,32,960,11.3181471824646,507.8428406871924,throughput,vllm
1,32,976,10.998010635375977,508.3252448559475,throughput,vllm
