bs,input_toks,output_toks,ttft,throughput,subset,model
1,32,128,1.2050479948520658,489.16092471982074,throughput,hf
1,32,144,1.1938959956169128,488.73487292755846,throughput,hf
1,32,160,1.2565120160579681,483.14995718635566,throughput,hf
1,32,176,1.285392016172409,482.0447772434085,throughput,hf
1,32,192,1.2771680057048798,482.0618628317961,throughput,hf
1,32,208,1.330695956945419,483.99620364364546,throughput,hf
1,32,224,1.3135360181331635,485.12017068279533,throughput,hf
1,32,240,1.1929360032081604,483.56677971814645,throughput,hf
1,32,256,1.2080880105495453,480.8978223500377,throughput,hf
1,32,272,1.2514399886131287,480.8442105221027,throughput,hf
1,32,288,1.1681840121746065,478.03052146299336,throughput,hf
1,32,304,1.3665759861469269,481.3082164687292,throughput,hf
1,32,320,1.1630720198154452,480.3612519237278,throughput,hf
1,32,336,1.4293040037155151,481.9149802375017,throughput,hf
1,32,352,1.2719040215015411,480.9529651763939,throughput,hf
1,32,368,1.3903280198574066,483.63118543360144,throughput,hf
1,32,384,1.2108080089092257,463.63552286584576,throughput,hf
1,32,400,1.4091840088367462,463.2991060474102,throughput,hf
1,32,416,1.2606400251388552,479.8184110516193,throughput,hf
1,32,432,1.287463992834091,481.4747388012184,throughput,hf
1,32,448,1.1623440086841585,465.0294581467377,throughput,hf
1,32,464,1.257999986410141,481.387678902576,throughput,hf
1,32,480,1.1805599927902222,482.1667573282256,throughput,hf
1,32,496,1.3153040111064909,480.9384853723652,throughput,hf
1,32,512,1.1774800121784208,478.6320169212428,throughput,hf
1,32,528,1.5161280035972595,469.0484172754685,throughput,hf
1,32,544,1.3629760146141054,462.0728465200937,throughput,hf
1,32,560,1.2172480225563047,462.1155157505146,throughput,hf
1,32,576,1.2657760083675387,467.1089938248066,throughput,hf
1,32,592,1.4711680114269257,481.56781432415414,throughput,hf
1,32,608,1.1455759704113007,479.8669914889038,throughput,hf
1,32,624,1.666735976934433,476.8846657135988,throughput,hf
1,32,640,1.2838480174541476,480.7476619534516,throughput,hf
1,32,656,1.5733439922332766,473.54546136949233,throughput,hf
1,32,672,1.1895039975643158,459.214495895758,throughput,hf
1,32,688,1.2699600160121918,478.84961616126657,throughput,hf
1,32,704,1.2983600199222565,481.33910657026064,throughput,hf
1,32,720,1.2987839877605438,477.80170144362967,throughput,hf
1,32,736,1.4157439768314362,477.29776730688735,throughput,hf
1,32,752,1.19063201546669,478.99354187029473,throughput,hf
1,32,768,1.4424239993095398,477.90919508471234,throughput,hf
1,32,784,1.2226400077342985,478.1354154752741,throughput,hf
1,32,800,1.3544960021972656,475.470241661911,throughput,hf
1,32,816,1.276496022939682,470.277520224976,throughput,hf
1,32,832,1.3264079988002777,475.9771614800152,throughput,hf
1,32,848,1.3105199933052063,477.8715439202261,throughput,hf
1,32,864,1.2675119936466217,475.88072334212916,throughput,hf
1,32,880,1.2479600012302399,479.81002653967585,throughput,hf
1,32,896,1.3257200121879578,477.33590314040555,throughput,hf
1,32,912,1.1916800141334534,479.1900967741169,throughput,hf
1,32,928,1.2453360259532928,477.6925531920491,throughput,hf
1,32,944,1.23225599527359,473.08085507122775,throughput,hf
1,32,960,1.1813279986381529,478.6935475709407,throughput,hf
1,32,976,1.326848030090332,479.03774655263624,throughput,hf
1,16,32,3.1610727310180664,987.0304905644409,ttft,vllm
1,32,32,3.1995177268981934,988.5303708392524,ttft,vllm
1,48,32,3.186941146850586,989.4765787864212,ttft,vllm
1,64,32,3.3926963806152344,981.2446700023199,ttft,vllm
1,80,32,3.2383203506469727,985.4267057600509,ttft,vllm
1,96,32,3.2361745834350586,986.0585700540596,ttft,vllm
1,112,32,3.1783580780029297,980.0426126136201,ttft,vllm
1,128,32,3.2333731651306152,980.9043311183094,ttft,vllm
1,144,32,3.239750862121582,977.3821268386877,ttft,vllm
1,160,32,3.232598304748535,977.652358528836,ttft,vllm
1,176,32,3.2275915145874023,975.0180752089348,ttft,vllm
1,192,32,3.1987428665161133,975.0667225196372,ttft,vllm
1,208,32,3.1890869140625,973.1255531158927,ttft,vllm
1,224,32,3.230750560760498,969.5495936711667,ttft,vllm
1,240,32,3.2891035079956055,968.2781213519197,ttft,vllm
1,256,32,3.3202171325683594,968.8752491967389,ttft,vllm
1,272,32,3.3755898475646973,969.2043372526756,ttft,vllm
1,288,32,3.4725069999694824,958.0238701106897,ttft,vllm
1,304,32,3.301680088043213,964.0859234755867,ttft,vllm
1,320,32,3.307819366455078,966.0802085894849,ttft,vllm
1,336,32,3.2875537872314453,962.4094976454203,ttft,vllm
1,352,32,3.2684803009033203,964.8503923805696,ttft,vllm
1,368,32,3.2889246940612793,963.5093061261607,ttft,vllm
1,384,32,3.186047077178955,960.2723007219901,ttft,vllm
1,400,32,3.291964530944824,964.4207105782239,ttft,vllm
1,416,32,3.287076950073242,963.0082713973989,ttft,vllm
1,432,32,3.3642053604125977,956.4432187695764,ttft,vllm
1,448,32,3.2944083213806152,956.8862345062711,ttft,vllm
1,464,32,3.377377986907959,952.784066869211,ttft,vllm
1,480,32,3.284454345703125,956.9772090949662,ttft,vllm
1,496,32,3.271818161010742,958.3739728413161,ttft,vllm
1,512,32,3.3083558082580566,956.1990009055602,ttft,vllm
1,528,32,3.3547282218933105,951.9874672200596,ttft,vllm
1,544,32,3.3211708068847656,951.1465106092428,ttft,vllm
1,560,32,3.3637285232543945,951.7557537521141,ttft,vllm
1,576,32,3.256559371948242,949.5651100368756,ttft,vllm
1,592,32,3.3681392669677734,940.4033948186515,ttft,vllm
1,608,32,3.381013870239258,942.800798933472,ttft,vllm
1,624,32,3.279447555541992,944.0795961250706,ttft,vllm
1,640,32,3.370523452758789,937.8003618533496,ttft,vllm
1,656,32,3.402113914489746,941.3268758412358,ttft,vllm
1,672,32,3.3742785453796387,937.3260395372268,ttft,vllm
1,688,32,3.369152545928955,938.5772972537595,ttft,vllm
1,704,32,3.3206939697265625,941.5974063459164,ttft,vllm
1,720,32,3.319859504699707,933.685003816664,ttft,vllm
1,736,32,3.2944679260253906,937.53266910162,ttft,vllm
1,752,32,3.393232822418213,935.1574441172947,ttft,vllm
1,768,32,3.834962844848633,929.0736086205216,ttft,vllm
1,784,32,3.331422805786133,933.8099369049729,ttft,vllm
1,800,32,3.3326148986816406,937.6094317303223,ttft,vllm
1,816,32,3.4208297729492188,931.6965437337535,ttft,vllm
1,832,32,3.452777862548828,935.7380819113204,ttft,vllm
1,848,32,3.518819808959961,929.7411381330454,ttft,vllm
1,864,32,3.5265088081359863,931.1603096290323,ttft,vllm
1,880,32,3.4049153327941895,935.1776433028887,ttft,vllm
1,896,32,3.6274194717407227,929.779330752554,ttft,vllm
1,912,32,3.567218780517578,932.988397383229,ttft,vllm
1,928,32,3.533661365509033,934.7543592998983,ttft,vllm
1,944,32,3.5605430603027344,931.8663492630097,ttft,vllm
1,960,32,3.5646557807922363,933.3103728548022,ttft,vllm
1,976,32,3.5959482192993164,927.4012538122583,ttft,vllm
1,32,16,3.3104419708251953,1006.9467070785788,throughput,vllm
1,32,32,3.107905387878418,983.085072659318,throughput,vllm
1,32,48,3.444552421569824,968.7112034092945,throughput,vllm
1,32,64,3.284931182861328,972.3527048859319,throughput,vllm
1,32,80,3.1212568283081055,963.934204084417,throughput,vllm
1,32,96,3.139615058898926,965.057467558711,throughput,vllm
1,32,112,3.286123275756836,965.4238979698721,throughput,vllm
1,32,128,3.2709240913391113,959.9461503784239,throughput,vllm
1,32,144,3.323674201965332,960.1747043199614,throughput,vllm
1,32,160,3.2187700271606445,959.9399079579027,throughput,vllm
1,32,176,3.4392476081848145,956.7053885151895,throughput,vllm
1,32,192,3.4278035163879395,955.3065335520471,throughput,vllm
1,32,208,3.390192985534668,954.2736663803711,throughput,vllm
1,32,224,3.249824047088623,954.9489501312312,throughput,vllm
1,32,240,3.352999687194824,952.057937233341,throughput,vllm
1,32,256,3.37064266204834,953.3238105355875,throughput,vllm
1,32,272,3.246486186981201,950.9415958467727,throughput,vllm
1,32,288,3.3845901489257812,950.6637106072124,throughput,vllm
1,32,304,3.404080867767334,948.1300364285992,throughput,vllm
1,32,320,3.374934196472168,952.4773023401901,throughput,vllm
1,32,336,3.231644630432129,949.3955612422722,throughput,vllm
1,32,352,3.2930970191955566,951.4946316000869,throughput,vllm
1,32,368,3.3809542655944824,948.1911385020824,throughput,vllm
1,32,384,3.3653974533081055,940.3248577493431,throughput,vllm
1,32,400,3.4624338150024414,938.6366370645412,throughput,vllm
1,32,416,3.3118724822998047,945.7624753727104,throughput,vllm
1,32,432,3.4002065658569336,946.8789938205645,throughput,vllm
1,32,448,3.382563591003418,939.7222989365442,throughput,vllm
1,32,464,3.3425092697143555,944.5743709743745,throughput,vllm
1,32,480,3.326416015625,944.3838511488407,throughput,vllm
1,32,496,3.2684803009033203,942.6372662682031,throughput,vllm
1,32,512,3.4038424491882324,942.97799042438,throughput,vllm
1,32,528,3.4111738204956055,936.725098629918,throughput,vllm
1,32,544,3.5216808319091797,936.7957492377834,throughput,vllm
1,32,560,3.436744213104248,936.4573168959759,throughput,vllm
1,32,576,3.460407257080078,942.8709477881916,throughput,vllm
1,32,592,3.3618807792663574,940.9283217493896,throughput,vllm
1,32,608,3.3645033836364746,939.1245744907675,throughput,vllm
1,32,624,3.3410191535949707,939.1584428715759,throughput,vllm
1,32,640,3.344893455505371,940.2892448389865,throughput,vllm
1,32,656,3.384828567504883,938.0347181699589,throughput,vllm
1,32,672,3.392338752746582,937.7045830009588,throughput,vllm
1,32,688,3.5455822944641113,929.8786198189118,throughput,vllm
1,32,704,3.410458564758301,933.8744202295206,throughput,vllm
1,32,720,3.5437941551208496,935.0729134983333,throughput,vllm
1,32,736,3.3754706382751465,934.6005139950236,throughput,vllm
1,32,752,3.398716449737549,934.3205412805552,throughput,vllm
1,32,768,3.3922791481018066,932.7238677273283,throughput,vllm
1,32,784,3.3844709396362305,931.4724074498586,throughput,vllm
1,32,800,3.4325122833251953,925.4659364678108,throughput,vllm
1,32,816,3.3820271492004395,929.9914227958401,throughput,vllm
1,32,832,3.6107301712036133,927.3917285595273,throughput,vllm
1,32,848,3.4009814262390137,929.1893582787811,throughput,vllm
1,32,864,3.4282803535461426,930.0724063657045,throughput,vllm
1,32,880,3.427743911743164,929.1811646651863,throughput,vllm
1,32,896,3.3945441246032715,929.1306783291179,throughput,vllm
1,32,912,3.4795403480529785,929.6076493876517,throughput,vllm
1,32,928,3.416776657104492,927.0318527884549,throughput,vllm
1,32,944,3.3820271492004395,928.3119224777562,throughput,vllm
1,32,960,3.365039825439453,926.8108267935291,throughput,vllm
1,32,976,3.520786762237549,924.3526316850406,throughput,vllm
